station,postcode,latitude,longitude,tlc,nlc,stanox,tiploc
Blackwater,GU17 9AB,51.3315811457068,-0.776741026218888,BAW,5625.0,87009,BCKWATR
Blaenau Ffestiniog,LL41 3HE,52.9945530771849,-3.93859577234881,BFF,2450.0,40066,BLAENAU
Blair Atholl,PH18 5SL,56.7655504660718,-3.85022876626298,BLA,8750.0,03101,BLARATH
Blairhill,ML5 1NP,55.8664556230225,-4.0432911996593,BAI,9760.0,06714,BLAIRHL
Blake Street,B74 4EB,52.6048860712992,-1.84491459685048,BKT,1176.0,65343,BLKST
Blakedown,DY10 3LF,52.4064026596129,-2.17686566095142,BKD,4574.0,65938,BLAKEDN
Blantyre,G72 9BB,55.7973304780703,-4.08697164977011,BLT,9716.0,07486,BLANTYR
Blaydon,NE21 4JB,54.9657896857216,-1.71258088882198,BLO,7503.0,13403,BLAYDON
Bleasby,NG14 7GD,53.0413649497003,-0.943687538181265,BSB,6204.0,55505,BLEASBY
Bletchley,MK3 6DZ,51.9953339717924,-0.736320506839459,BLY,1360.0,70306,BLTCHLY
Bloxwich,WS3 2NY,52.6182018754768,-2.01147807238452,BLX,1141.0,65519,BLOXWCH
Bloxwich North,WS3 2NR,52.6254378492086,-2.01768461058018,BWN,1018.0,65517,BLOXN
Blundellsands and Crosby,L23 8SE,53.4876867000616,-3.03986028592851,BLN,2123.0,36068,BLNDLAC
Blythe Bridge,ST11 9JF,52.9681439666743,-2.06696136521393,BYB,1282.0,43503,BLYBDGE
Bodmin Parkway,PL30 4BB,50.4458686645733,-4.66292953056928,BOD,3501.0,85011,BODMNPW
Bodorgan,LL62 5BL,53.2043074000119,-4.41800424551237,BOR,2435.0,40017,BODORGN
Bognor Regis,PO21 1BA,50.7865584395345,-0.676178286011514,BOG,5253.0,86441,BOGNORR
Bogston,PA15 2TF,55.9370473872407,-4.71140217696609,BGS,9668.0,07028,BOGSTON
Bolton,BL2 1BE,53.5741455351566,-2.42582497565139,BON,2599.0,31620,BOLTON
Bolton-Upon-Dearne,S63 8NY,53.5189470302023,-1.31154616002462,BTD,8536.0,24011,BLTNODR
Bond Street,W1C 2HU,51.513797,-0.149614,BDS,6553.0,73112,BONDST
Bookham,KT23 3JG,51.2887375770933,-0.384020684769355,BKA,5626.0,87072,BOOKHAM
Bootle (Cumbria),LA19 5TA,54.2913058315169,-3.39386227213438,BOC,1993.0,11209,BOOTLE
Bootle New Strand,L20 5BW,53.4533917659639,-2.99474773972908,BNW,2195.0,36071,BOOTLNS
Bootle Oriel Road,L20 7AD,53.4466239167649,-2.9957338918952,BOT,2239.0,36072,BOOTLOR
Bordesley,B9 4HF,52.4718743800827,-1.87776885469942,BBS,4513.0,66412,BRDS
Borough Green and Wrotham,TN15 8BG,51.2932170234776,0.306244959659036,BRG,5130.0,89401,BORWGAW
Borth,SY24 5HT,52.4910318901744,-4.05017708151719,BRH,4304.0,64604,BORTH
Bosham,PO18 8NG,50.8427472866996,-0.847431235664145,BOH,5254.0,86373,BOSHAM
Boston,PE21 3RN,52.9780883520384,-0.03100323679323,BSN,6216.0,44212,BOSTON
Botley,SO30 2DY,50.9164546156522,-1.25923650546392,BOE,5894.0,86202,BOTLEY
Bottesford,NG13 0GT,52.9446141670485,-0.794842711685305,BTF,6237.0,44511,BOTESFD
Bourne End,SL8 5QH,51.5771173647136,-0.710473547391366,BNE,3018.0,74014,BORNEND
Bournemouth,BH8 8HX,50.7272746595869,-1.86450316465566,BMH,5876.0,86921,BOMO
Bournville,B30 1LG,52.4269645832552,-1.92642405915734,BRV,1112.0,66503,BOURNVL
Bow Brickhill,MK17 9JN,52.0043001848605,-0.696077833880482,BWB,1381.0,62055,BOWBRKH
Bow Street,SY24 5AT,52.4392199,-4.0319599,BOW,4219.0,64603,BOWSTRT
Bowes Park,N22 4NT,51.6070103763875,-0.120581954633459,BOP,6027.0,53309,BOWESPK
Bowling,G60 5AH,55.9310849001239,-4.49384261915191,BWG,9968.0,06203,BOWLING
Box Hill and Westhumble,RH5 6BT,51.2540106794359,-0.328489952956063,BXW,5403.0,87686,BOXHAWH
Bracknell,RG12 1HX,51.4130914141393,-0.751703650172948,BCE,5693.0,87101,BRACKNL
Bradford Forster Square,BD1 4HY,53.7969256219995,-1.75296173787813,BDQ,8346.0,17019,BRADFS
Bradford Interchange,BD1 1TU,53.7910764525054,-1.74959589964649,BDI,8345.0,18641,BRADIN
Bradford-On-Avon,BA15 1DF,51.3449161602034,-2.25232693866303,BOA,3341.0,82075,BRDFDOA
Brading,PO36 0EB,50.6783720718463,-1.13872244962043,BDN,5530.0,86295,BRDING
Braintree,CM7 3QL,51.8753890748181,0.556686982906197,BTR,6801.0,50204,BRAINTR
Braintree Freeport,CM77 8YH,51.8694135093739,0.568434688069829,BTP,2053.0,50205,BRAINFP
Bramhall,SK7 2DU,53.360614520234,-2.16359288123925,BML,2944.0,32579,BMHL
Bramley (Hampshire),RG26 5AG,51.3302932744388,-1.06100278415591,BMY,5500.0,86061,BMLY
Bramley (West Yorkshire),LS13 4DU,53.8053497570895,-1.63720635437646,BLE,8496.0,18654,BRMLYSR
Brampton (Cumbria),CA8 1HW,54.9323930102284,-2.70294760254176,BMP,7565.0,13302,BRMPTNC
Brampton (Suffolk),NR34 8EF,52.3954307722651,1.54381046672808,BRP,7259.0,49105,BRAMPTN
Branchton,PA16 9HA,55.9406016000061,-4.80354935893801,BCN,9938.0,07005,BRNCHTN
Brandon,IP27 0BA,52.4540047306678,0.624731734521936,BND,7200.0,46264,BNDON
Branksome,BH12 1DF,50.7269660330633,-1.91975842787338,BSM,5875.0,86927,BRANKSM
Braystones,CA21 2YW,54.4393640536404,-3.54182643942065,BYS,2045.0,10195,BRYSTNS
Bredbury,SK6 2AA,53.4231550957567,-2.11048830300964,BDY,2779.0,32065,BREDBRY
Breich,EH55 8JH,55.8273164832767,-3.66812586892786,BRC,9251.0,04088,BREICH
Brent Cross West,NW2 6LW,51.5687,-0.2269,BCZ,7777.0,63305,BRENTX
Brentford,TW8 8DT,51.4875457097478,-0.3096509962364,BFD,5552.0,87144,BNTFORD
Brentwood,CM14 4EW,51.6136030493508,0.2995857793073,BRE,6872.0,50331,BRTWOOD
Bricket Wood,AL2 3LN,51.7054267834401,-0.359115040469,BWO,1560.0,71036,BCWD
Bridge Of Allan,FK9 4PH,56.1566398048563,-3.95722936202684,BEA,9889.0,03165,BGOALAN
Bridge Of Orchy,PA36 4AD,56.5158728605762,-4.76299400728156,BRO,8823.0,06037,BOORCHY
Bridgend,CF31 1BN,51.5069776497295,-3.57527638119945,BGN,3809.0,79791,BRGEND
Bridgeton,G40 1BN,55.8489676845822,-4.22605724682491,BDG,9789.0,07269,BRIDGTN
Bridgwater,TA6 5HB,51.1278595271724,-2.99040597303838,BWT,3449.0,81924,BRDGWTR
Bridlington,YO15 3EP,54.0841300013586,-0.198720390714093,BDT,8049.0,19007,BRDLNGT
Brierfield,BB9 5PU,53.8239823807197,-2.23649020577414,BRF,2554.0,29036,BRIERFL
Brigg,DN20 8HX,53.5491442686681,-0.486124757673641,BGG,6464.0,26001,BRGG
Brighouse,HD6 1LE,53.6981985445311,-1.77943904000537,BGH,8514.0,18455,BRHOUSE
Brighton,BN1 3XP,50.8290032740444,-0.141280362604851,BTN,5268.0,87980,BRGHTN
Brimsdown,EN3 7SH,51.6555817179022,-0.0308174334464399,BMD,6810.0,51914,BRIMSDN
Brinnington,SK5 8JE,53.4321182782686,-2.13512015019042,BNT,2603.0,32064,BRNGTN
Bristol Parkway,BS34 8PU,51.5138036668802,-2.54216343130652,BPW,3230.0,81109,BRSTPWY
Bristol Temple Meads,BS1 6QF,51.449146420501,-2.58131562733598,BRI,3231.0,81700,BRSTLTM
Brithdir,NP24 6XY,51.7103060616454,-3.22872077880337,BHD,4012.0,78349,BRITHDR
Briton Ferry,SA11 2NE,51.6379005035521,-3.81925304025098,BNF,4187.0,79600,BRITFRY
Brixton,SW9 8JB,51.4632974069132,-0.114183479348404,BRX,5081.0,87248,BRIXTON
Broad Green,L14 3NG,53.4065063198581,-2.8934843782564,BGE,2240.0,36602,BROADGR
Broadbottom,SK14 6AX,53.4409753914717,-2.01652101691897,BDB,2892.0,32232,BRBM
Broadstairs,CT10 1HZ,51.3606706129939,1.43356042841681,BSR,5006.0,89474,BRSR
Brockenhurst,SO42 7TW,50.8168418133325,-1.57353117285741,BCU,5886.0,86901,BKNHRST
Brockholes,HD9 7EB,53.5969730380642,-1.76969142002127,BHS,8429.0,18492,BKHLS
Brockley,SE4 2RW,51.4646472014469,-0.0375366925196268,BCY,5404.0,87629,BROCKLY
Bromborough,CH63 0JG,53.3218495381578,-2.98689585549247,BOM,2190.0,38218,BRMB
Bromborough Rake,CH62 7AL,53.3299093778849,-2.98946942122466,BMR,2191.0,38216,BRMBRK
Bromley Cross (Lancs),BL7 9AG,53.6140430093272,-2.41089911446368,BMC,2697.0,29177,BRMCRSS
Bromley North,BR1 3NN,51.4083259856208,0.0169926357417391,BMN,5096.0,88482,BROMLYN
Bromley South,BR1 1LX,51.3999745779484,0.0173440284479178,BMS,5064.0,88477,BROMLYS
Bromsgrove,B60 2LX,52.3222879772082,-2.04734524157192,BMV,4715.0,67003,BRMSGRV
Brondesbury,NW6 7QB,51.5451643215911,-0.202308734122339,BSY,1437.0,72415,BRBY
Brondesbury Park,NW6 6RP,51.5406977630272,-0.210127665126915,BSP,1438.0,72414,BRBYPK
Brookmans Park,AL9 7SS,51.7210604040222,-0.204548729285783,BPK,6074.0,53995,BRKMNPK
Brookwood,GU24 0ER,51.3037572593507,-0.635747900032551,BKO,5687.0,86041,BRKWOOD
Broome,SY7 0NT,52.4227745962921,-2.88520796216339,BME,4175.0,79099,BROOME
Broomfleet,HU15 1RQ,53.7402076992399,-0.671828400321333,BMF,8050.0,19213,BRFT
Brora,KW9 6PY,58.012954677959,-3.85228367382381,BRA,8618.0,01021,BRORA
Brough,HU15 1DZ,53.726959736948,-0.578724236728498,BUH,8051.0,19211,BROUGH
Broughty Ferry,DD5 2DX,56.4671632427311,-2.87315275743822,BYF,9023.0,03041,BRFRY
Broxbourne,EN10 7AW,51.7469087203036,-0.0110867237416249,BXB,6812.0,51722,BROXBRN
Bruce Grove,N17 6QA,51.5939575362971,-0.0698670703254643,BCV,6958.0,51952,BRUCGRV
Brundall,NR13 5LA,52.6194794445227,1.43929868679443,BDA,7289.0,48215,BRUNDAL
Brundall Gardens,NR13 5RG,52.623439277351,1.41841612253682,BGA,7006.0,48216,BRUNDLG
Brunstane,EH15 2NG,55.9425140850115,-3.10098653970798,BSU,8807.0,04635,BRUSTAN
Brunswick,L8 6XP,53.3832435421687,-2.97607735757102,BRW,3623.0,36082,BNWK
Bruton,BA10 0EH,51.1116412233567,-2.44707381432238,BRU,5702.0,82299,BRUTON
Bryn,WN4 0AR,53.4998691660173,-2.6472139954436,BYN,2222.0,35394,BRYN
Buckenham,NR13 4HW,52.5977342869752,1.47032522512213,BUC,7290.0,48213,BUCKNHM
Buckley,CH7 3AY,53.163039091322,-3.05592619131988,BCK,2422.0,41019,BCKY
Bucknell,SY7 0AD,52.3573820377697,-2.94737831871819,BUK,4182.0,79097,BKNELL
Buckshaw Parkway,PR7 7EY,53.6733436562841,-2.6608302706882,BSV,7501.0,30201,CHORBUK
Bugle,PL26 8QP,50.4003548175137,-4.79210144517706,BGL,3502.0,85231,BUGLE
Builth Road,LD2 3PY,52.1693260878635,-3.42703322967269,BHR,4317.0,79080,BUILTHR
Bulwell,NG6 9AA,52.9996957837852,-1.19623056375416,BLW,1865.0,55116,BULWELL
Bures,CO8 5HS,51.9711590332091,0.769143780923498,BUE,7085.0,50109,BURES
Burgess Hill,RH15 9DG,50.9536546008005,-0.127412852764647,BUG,5483.0,87971,BURGESH
Burley Park,LS6 1NA,53.8120311080587,-1.57776768947798,BUY,8500.0,17101,BRLEYPK
Burley-In-Wharfedale,LS29 4BE,53.9081516997075,-1.75337211508043,BUW,8565.0,17045,BURLYIW
Burnage,M20 6FJ,53.4211687602571,-2.21567840315285,BNA,2945.0,32522,BAGE
Burneside (Cumbria),LA9 6RD,54.3549826054845,-2.76667730640148,BUD,1975.0,11005,BNSD
Burnham,SL1 6JT,51.5235048795581,-0.646373823188634,BNM,3176.0,73996,BNHAM
Burnham-On-Crouch,CM0 8BQ,51.6336547723703,0.814027782561537,BUU,6873.0,50304,BRNMONC
Burnley Barracks,BB12 0HG,53.7908801067712,-2.25808600820696,BUB,2743.0,29043,BURNLYB
Burnley Central,BB11 1DA,53.7935141377532,-2.24497131410056,BNC,2550.0,29041,BURNLYC
Burnley Manchester Road,BB11 1JZ,53.784967519749,-2.24886752625716,BYM,2549.0,29005,BURNMR
Burnside (South Lanarkshire),G73 3SA,55.8169313339993,-4.20239033426663,BUI,9767.0,07553,BRSDE
Burntisland,KY3 9DR,56.0570842114504,-3.23319831966981,BTS,9107.0,03291,BISLND
Burscough Bridge,L40 0RZ,53.6052595050232,-2.84088028461687,BCB,2279.0,35022,BRSCGHB
Burscough Junction,L40 5SP,53.5975223038556,-2.84060569626726,BCJ,2280.0,30157,BRSCGHJ
Bursledon,SO31 8AA,50.8836886125224,-1.30503236047306,BUO,5927.0,86223,BURSLDN
Burton Joyce,NG14 5AA,52.9834418843688,-1.04087761567102,BUJ,6200.0,55499,BRTJYC
Burton-On-Trent,DE14 2DA,52.8058165084357,-1.64245997205794,BUT,1658.0,57712,BURTNOT
Bury St Edmunds,IP32 6AD,52.2537604920335,0.713306656862091,BSE,7008.0,46301,BSTEDMS
Busby,G76 8JB,55.7803445376612,-4.26220173231044,BUS,9791.0,07613,BUSBY
Bush Hill Park,EN1 1BA,51.6415169536941,-0.0692211146516689,BHK,6913.0,51947,BHILLPK
Bushey,WD19 4EA,51.6457502336329,-0.385321269560704,BSH,1395.0,72003,BUSHEY
Butlers Lane,B74 4RT,52.5924709448511,-1.83802031828625,BUL,1179.0,65345,BTLRSLA
Buxted,TN22 4LA,50.9900108378352,0.131438921683175,BXD,5324.0,87768,BXTD
Buxton,SK17 6AQ,53.2607227045765,-1.91286358993768,BUX,2946.0,34201,BUXTON
Byfleet and New Haw,KT15 3LQ,51.3497957278428,-0.481389767596653,BFN,5689.0,86022,BYFLANH
Bynea,SA14 9TL,51.6720366859549,-4.09888164715589,BYE,4124.0,79054,BYNEA
Cadoxton,CF63 2JP,51.4122831697514,-3.24889594393883,CAD,3811.0,78719,CADOXTN
Caergwrle,LL12 9DU,53.1078664074892,-3.03291327418616,CGW,2536.0,41027,CAERGWL
Caerphilly,CF83 1JR,51.57158067131,-3.21848255919666,CPH,3812.0,78374,CRPHLY
Caersws,SY17 5HH,52.5161279090032,-3.43249879239218,CWS,4412.0,64312,CARSWS
Caldercruix,ML6 7RJ,55.8879475461776,-3.88771190821316,CAC,992.0,07334,CLDRCRX
Caldicot,NP6 4BU,51.5847930591881,-2.76057390572724,CDT,3680.0,76078,CDCOT
Caledonian Road and Barnsbury,N1 1DF,51.5430392840645,-0.116729249835755,CIR,1439.0,52058,CLDNNRB
Calstock,PL18 9QY,50.4978023671618,-4.20898850028348,CSK,3562.0,84209,CALSTCK
Cam and Dursley,GL11 5DJ,51.71762106741,-2.35908298700462,CDU,3238.0,68140,DURSLEY
Camberley,GU15 3RR,51.3363271281171,-0.744271720142327,CAM,5682.0,87099,CMBLEY
Camborne,TR14 8SR,50.2104431448962,-5.2974123155278,CBN,3504.0,85622,CBORNE
Cambridge,CB1 2JW,52.1940653655991,0.137456461171047,CBG,7022.0,47221,CAMBDGE
Cambridge Heath,E2 9EG,51.5319710950389,-0.0572790666047599,CBH,6962.0,52738,CAMHTH
Cambridge North,CB4 0WZ,52.2244799933152,0.158478721722977,CMB,8001.0,47214,CAMBNTH
Cambuslang,G72 7EL,55.8196110785266,-4.17300936139383,CBL,9768.0,07411,CMBSLNG
Camden Road,NW1 9LS,51.541789311709,-0.138700901327927,CMD,1440.0,72421,CMDNRD
Camelon,FK1 4JW,56.0060960246981,-3.81760595611437,CMO,9878.0,05037,CAMELON
Cameron Bridge,KY8 5BP,56.189693,-3.046855,CBX,244.0,03216,CMRNBDG
Canada Water,SE16 2YS,51.4979884652777,-0.0497198367270248,ZCW,1659.0,87568,CNDAW
Canary Wharf,E14 4QS,51.503578,-0.019467,CWX,6560.0,52208,CANWHRF
Canley,CV5 6BH,52.3992417616656,-1.54757487164278,CNL,1129.0,69207,CANLEY
Cannock,WS11 8NQ,52.6861624456421,-2.02214749992606,CAO,1016.0,65512,CNCK
Cannon Street,EC4N 6AP,51.5113807653806,-0.0902929804450992,CST,5142.0,88403,CANONST
Canonbury,N1 2PG,51.5487306960064,-0.0921909296515918,CNN,1441.0,52048,CNNB
Canterbury East,CT1 2RB,51.2742643010057,1.07596836838028,CBE,5164.0,89512,CNTBE
Canterbury West,CT2 8AN,51.2842658182293,1.07530307014886,CBW,5007.0,89446,CNTBW
Cantley,NR13 3SQ,52.5787439208642,1.51341203393271,CNY,7292.0,48211,CNTLEY
Capenhurst,CH1 6HE,53.2601766897761,-2.94228526259152,CPU,2186.0,38304,CPNHRST
Carbis Bay,TR26 2NN,50.1970567010486,-5.46326466277764,CBB,3542.0,85713,CARBISB
Cardenden,KY5 0BP,56.1412590120684,-3.26164246018956,CDD,9112.0,03248,CDND
Cardiff Bay,CF10 5LE,51.4671120338694,-3.16640344566505,CDB,3815.0,78456,CARDFBR
Cardiff Central,CF10 1EP,51.4760288851757,-3.17930229689385,CDF,3899.0,77301,CRDFCEN
Cardiff Queen Street,CF10 4EY,51.4819650131963,-3.17018110795731,CDQ,3900.0,78451,CARDFQS
Cardonald,G52 2DE,55.8525736689993,-4.34069348123436,CDO,9624.0,07154,CDNL
Cardross,G82 5NL,55.9603843832927,-4.65307437435214,CDR,9969.0,06113,CDRS
Carfin,ML1 5AL,55.8073437453988,-3.9562545230792,CRF,9877.0,07432,CARFIN
Cark and Cartmel,LA11 7PT,54.1779579416092,-2.97406410040301,CAK,1964.0,11331,CARK
Carlisle,CA1 1QZ,54.8906549298,-2.93319211047497,CAR,2118.0,09161,CARLILE
Carlton,NG4 2FD,52.965087366641,-1.07865502808069,CTO,6201.0,55497,CRTN
Carluke,ML8 5AA,55.7312694028257,-3.84892564535903,CLU,9702.0,07955,CRLK
Carmarthen,SA31 2BE,51.8533578808521,-4.30596190317658,CMN,4068.0,80419,CMTHN
Carmyle,G32 8YS,55.8343417681725,-4.15818113045633,CML,9769.0,07294,CARMYLE
Carnforth,LA5 9ET,54.1296807999724,-2.77123283370784,CNF,2640.0,11525,CRNF
Carnoustie,DD7 6AY,56.5005661034066,-2.70660077824166,CAN,9028.0,03031,CNST
Carntyne,G32 6AW,55.8548777008205,-4.17857314789674,CAY,9897.0,06706,CNTY
Carpenders Park,WD19 7DT,51.6283500844943,-0.385939110192136,CPK,1442.0,72004,CRPNDPK
Carrbridge,PH23 3AJ,57.2795057695212,-3.82820361192189,CAG,8621.0,01138,CARRBDG
Carshalton,SM5 2HW,51.3684528774191,-0.166368536051504,CSH,5405.0,87669,CRSHLTN
Carshalton Beeches,SM5 3RF,51.3574095253256,-0.169797044692897,CSB,5406.0,87665,CRSHLTB
Carstairs,ML11 8PR,55.6910505751263,-3.66847398361363,CRS,9704.0,07962,CRSTRS
Cartsdyke,PA15 2TG,55.9422189788465,-4.73159192667259,CDY,9680.0,07023,CRTSDYK
Castle Bar Park,W7 1BA,51.5229293420363,-0.331548940592461,CBP,3098.0,73272,CBARPAR
Castle Cary,BA7 7PE,51.0998172088069,-2.52279469643867,CLC,5703.0,82301,CCARY
Castleford,WF10 5DN,53.7240777865092,-1.354652736609,CFD,8359.0,16912,CASTLFD
Castleton (Manchester),OL11 3EB,53.5918484863424,-2.17823419505367,CAS,2919.0,31044,CSTL
Castleton Moor,YO21 2EU,54.4671435348016,-0.946648402304519,CSM,7914.0,15517,CTNM
Caterham,CR3 6LB,51.2821399092314,-0.0783071221606942,CAT,5351.0,87706,CATERHM
Catford,SE6 4RW,51.4444050592825,-0.0263165980978829,CTF,5077.0,88469,CATFORD
Catford Bridge,SE6 4RH,51.4447390713824,-0.0247911767036132,CFB,5047.0,88311,CATFBDG
Cathays,CF10 3LU,51.4889025348744,-3.17868388381823,CYS,3820.0,78420,CATHAYS
Cathcart,G44 4ED,55.8176734833053,-4.26053705302787,CCT,9795.0,07238,CCRT
Cattal,YO5 8EB,53.9974405714928,-1.32053513613482,CTL,8232.0,16116,CATTAL
Causeland,PL14 4ST,50.4056959147701,-4.46644892679679,CAU,3568.0,84417,CAUSLND
Cefn-Y-Bedd,LL12 9UU,53.0988032278231,-3.03105323734973,CYB,2425.0,41029,CEFNYBD
Chadwell Heath,RM6 4BU,51.5680368465285,0.128958362519305,CTH,6874.0,50405,CHDWLHT
Chafford Hundred,RM16 6QQ,51.4855550575053,0.28744692045023,CFH,7447.0,51313,CHADHDD
Chalfont and Latimer,HP7 9PR,51.6681076576697,-0.560526398177912,CFO,539.0,70366,CHLFNAL
Chalkwell,SS0 8PX,51.5387163080302,0.670592556917399,CHW,7469.0,51011,CHLKWEL
Chandlers Ford,SO53 4DD,50.9836845147777,-1.38517039014294,CFR,5836.0,86108,CSFD
Chapel-En-Le-Frith,SK23 0XT,53.3122322961308,-1.91876260821786,CEF,2762.0,32547,CHEF
Chapelton (Devon),EX37 9DZ,51.0165400933197,-4.02472276399646,CPN,5820.0,83225,CHAPLTN
Chapeltown (South Yorkshire),S35 2UU,53.4623369950109,-1.46627538451147,CLN,6664.0,25307,CHPLTWN
Chappel and Wakes Colne,CO6 2DS,51.9259030310448,0.758501135970095,CWC,7051.0,50107,CHPWKSC
Charing (Kent),TN27 0JA,51.2080962778901,0.790331124900325,CHG,5097.0,89408,CRNG
Charing Cross,WC2N 5HF,51.5080258943625,-0.124802189352862,CHX,5143.0,88401,CHRX
Charing Cross (Glasgow),G2 3HW,55.8646868840175,-4.2698209416277,CHC,9911.0,06365,CHRNGXG
Charlbury,OX7 3HH,51.8724282813146,-1.48969393048958,CBY,3004.0,74454,CHBURY
Charlton,SE7 7QG,51.4868115310585,0.0312574909275387,CTN,5144.0,88515,CRLN
Chartham,CT4 7HT,51.2572624478548,1.01803921286391,CRT,5008.0,89445,CHARTHM
Chassen Road,M41 9DY,53.4461614853374,-2.36823319572701,CSR,2947.0,33098,CHASNRD
Chatelherault,ML3 7UD,55.7652234915406,-4.00467524821846,CTE,9707.0,07490,CHTLRT
Chatham,ME4 6PN,51.3803760158194,0.521150706594487,CTM,5199.0,89007,CHATHAM
Chathill,NE67 5DE,55.5367340174025,-1.70637532341525,CHT,7792.0,12109,CHHL
Cheadle Hulme,SK8 5AF,53.3759306424827,-2.1883029825707,CHU,2870.0,32563,CHDH
Cheam,SM2 7AJ,51.3554775610295,-0.214167523240628,CHE,5352.0,87678,CHEAM
Cheddington,LU7 0SQ,51.8579176369762,-0.662151871991779,CED,1372.0,70319,CHDNGTN
Chelford (Cheshire),SK11 9AX,53.2703118842523,-2.28057730967718,CEL,2764.0,32583,CHELFD
Chelmsford,CM1 1HT,51.736370182895,0.468572080657349,CHM,6836.0,50223,CHLMSFD
Chelsfield,BR6 6EU,51.3562540463622,0.109069814712519,CLD,5098.0,88495,CHLSFLD
Cheltenham Spa,GL51 8NP,51.897399026527,-2.09962021886949,CNM,4731.0,68076,CHLTNHM
Chepstow,NP16 5PD,51.6401819017246,-2.67190561030381,CPW,3774.0,76079,CHEPSTW
Cherry Tree,BB2 2TZ,53.7328728448942,-2.51837919025585,CYT,2573.0,29162,CHTR
Chertsey,KT16 9BG,51.387067986648,-0.509316626293664,CHY,5553.0,86012,CHTSEY
Cheshunt,EN8 9AQ,51.7028745312854,-0.0239597248580568,CHN,6814.0,51815,CHESHNT
Chessington North,KT9 2RT,51.3640398492818,-0.300699137972596,CSN,5582.0,87405,CHSSN
Chessington South,KT9 2JR,51.3565491107847,-0.308157574149904,CSS,5554.0,87411,CHSSS
Chester,CH1 3NS,53.1966981459934,-2.879593999182,CTR,2412.0,40320,CHST
Chester Road,B73 5JS,52.5356474587434,-1.83247949958833,CRD,1130.0,65605,CHSRD
Chester-Le-Street,DH3 3EE,54.854595364494,-1.57801542177952,CLS,7736.0,13571,CLST
Chesterfield,S41 7UB,53.2382208069527,-1.42011597140436,CHD,6615.0,27263,CHFD
Chestfield and Swalecliffe,CT5 3JB,51.360237745381,1.06693052184082,CSW,5200.0,89486,CHSW
Chetnole,DT9 6EP,50.8663655335093,-2.57292595204148,CNO,5840.0,82315,CHETNOL
Chichester,PO19 8DL,50.8320529892616,-0.781748952807999,CCH,5255.0,86424,CHCHSTR
Chilham,CT4 8EG,51.2446076985827,0.975895539359203,CIL,5009.0,89443,CLMN
Chilworth,GU4 6TT,51.2152123162868,-0.524824137256049,CHL,5296.0,87082,CHLWTH
Chingford,E4 6AL,51.6330849559396,0.0098970396806135,CHI,6914.0,52731,CHINGFD
Chinley,SK23 6AR,53.3402914179345,-1.94394095141586,CLY,2823.0,34001,CHNLY
Chippenham,SN15 3QE,51.4624897217942,-2.11539415452921,CPM,3267.0,75352,CHIPNHM
Chipstead,CR3 3TD,51.3092758788923,-0.169503225609274,CHP,5353.0,87710,CHSD
Chirk,LL14 5LU,52.9330904882563,-3.06564362624753,CRK,4449.0,41407,CHIRK
Chislehurst,BR7 5NN,51.4055547408408,0.0574179687488035,CIT,5099.0,88483,CHSLHRS
Chiswick,W4 3HB,51.4811353508269,-0.267835206320324,CHK,5583.0,87148,CHISWCK
Cholsey,OX10 9QD,51.5702025135637,-1.15802300516055,CHO,3031.0,74301,CHOLSEY
Chorley,PR7 1BS,53.6525386748143,-2.62684103630161,CRL,2745.0,30213,CHORLEY
Chorleywood,WD3 5ND,51.6542477676637,-0.518320062534133,CLW,546.0,70368,CHRW
Christchurch,BH23 1PL,50.7382153631909,-1.78454614689707,CHR,5879.0,86915,CHRISTC
Christs Hospital,RH13 0ND,51.0506848896206,-0.363556339669494,CHH,5319.0,87948,CHRSTSH
Church and Oswaldtwistle,BB5 0DP,53.7505227746877,-2.39121218921604,CTW,2556.0,29063,CHOS
Church Fenton,LS24 9RA,53.8266010051519,-1.22758889955301,CHF,8233.0,16495,CHFN
Church Stretton,SY6 6PG,52.5374242388884,-2.80369477152189,CTT,4365.0,64241,CSTR
Cilmeri,LD2 3NU,52.1505334866855,-3.45654171112508,CIM,3785.0,79085,CILMERY
City Thameslink,EC4M 7JH,51.5139346019675,-0.103589643870664,CTK,5121.0,87244,CTMSLNK
Clacton-on-Sea,CO15 6PU,51.7939991870545,1.15409160775521,CLT,6850.0,50021,CLACTON
Clandon,GU4 7TE,51.2640043702166,-0.502766109156909,CLA,5555.0,87069,CLANDON
Clapham (North Yorkshire),LA2 8ES,54.1053880706421,-2.4103762733162,CPY,2653.0,11565,CLPM
Clapham High Street,SW4 6EU,51.465479417202,-0.132521686185382,CLP,5301.0,87209,CLPHHS
Clapham Junction,SW11 2QP,51.4641865965587,-0.170293416365599,CLJ,5595.0,87219,CLPHMJN
Clapton,E5 9JP,51.5616423238882,-0.0570246574503497,CPT,6926.0,52735,CLAPTON
Clarbeston Road,SA63 4UH,51.8516714049905,-4.8835490247474,CLR,4069.0,80199,CLARBRD
Clarkston,G44 3BP,55.7893535486702,-4.27564475472092,CKS,9792.0,07615,CLRKSTN
Claverdon,CV35 8PE,52.277091521558,-1.69656001384624,CLV,4593.0,66455,CLAVRDN
Claygate,KT10 0PB,51.3612128745663,-0.34824779526903,CLG,5556.0,87189,CLYGATE
Cleethorpes,DN35 8AX,53.5619045675724,-0.0292209300100191,CLE,6274.0,21141,CLTHRPS
Cleland,ML1 5RR,55.804652232152,-3.91024482718574,CEA,9718.0,07430,CLELAND
